,clean_title,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,title,studio,domestic_grossbom,foreign_grossbom,year,worldwide_grossbom,Sport,Crime,News,Romance,Sci-Fi,Western,Horror,Drama,Family,nan,Mystery,Musical,Fantasy,Adventure,Documentary,Thriller,Comedy,Reality-TV,Music,History,Action,Animation,averagerating,numvotes,release_date_CH,movie_CH,production_budget_CH,domestic_gross_CH,worldwide_gross_CH,international_gross,genre_ids
3617,mirrors,tt7883448,Mirrors,Mirrors,2018,90.0,"Sci-Fi,Thriller",90,2008-08-15,Mirrors,35000000,30691439,77220596,46529157,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,
3618,secrets & lies,tt7895868,Secrets & Lies,Secrets & Lies,2018,,"Drama,Romance",28,1996-09-28,Secrets & Lies,4500000,13417292,13417292,0,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3619,trade,tt7905148,Trade,Trade the Film,2019,113.0,Drama,40,2007-09-28,Trade,12000000,214202,1513388,1299186,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3620,tooth fairy,tt7906260,Tooth Fairy,Toof,2019,86.0,Horror,23,2010-01-22,Tooth Fairy,48000000,60022256,112610386,52588130,Tooth Fairy,Fox,60000000.0,52400000.0,2010.0,112400000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.6,64.0,"Jan 22, 2010",Tooth Fairy,48.0,60.0,112.0,52.0,"[comedy, family, fantasy]"
3621,witness,tt7909340,Witness,Witness,2018,67.0,Western,53,1985-02-08,Witness,12000000,65532576,65532576,0,,,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3622,rogue,tt7917774,Rogue,Rogue,2018,,Sci-Fi,98,2008-04-25,Rogue,23000000,10452,4673377,4662925,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3623,brothers,tt7932000,Brothers,Brothers,2017,106.0,Drama,41,2009-12-04,Brothers,26000000,28544157,45043870,16499713,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3624,brothers,tt7932000,Brothers,Brothers,2017,106.0,Drama,8,2015-08-14,Brothers,13000000,656688,17856688,17200000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3625,the player,tt7933248,The Player,The Player,2018,,Action,83,1992-04-10,The Player,8000000,21706101,28876702,7170601,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,
3626,limbo,tt7935392,Limbo,Limbo,2019,90.0,"Comedy,Drama,Horror",55,1999-06-04,Limbo,8300000,2160710,2598224,437514,,,,,,,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,
3627,exodus,tt7949472,Exodus,Exodus,2017,58.0,Documentary,86,2060-12-15,Exodus,4000000,21750000,21750000,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3628,ma,tt7958736,Ma,Ma,2019,99.0,"Horror,Thriller",66,2019-05-31,MA,5000000,36049540,44300625,8251085,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.0,5322.0,,,,,,,
3629,the mule,tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller",100,2018-12-14,The Mule,50000000,103804407,170857676,67053269,The Mule,WB,103800000.0,68700000.0,2018.0,172500000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.1,58955.0,,,,,,,
3630,dragon ball super: broly,tt7961060,Dragon Ball Super: Broly,Doragon bÃ´ru chÃ´: BurorÃ®,2018,100.0,"Action,Adventure,Animation",36,2019-01-16,Dragon Ball Super: Broly,8500000,30376755,122747755,92371000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,8.0,16465.0,"Jan 16, 2019",Dragon Ball Super: Broly,8.0,30.0,122.0,92.0,"[action, animation, fantasy, adventure, comedy, sci-fi]"
3631,heist,tt7967156,Heist,Heist,2017,73.0,"Action,Crime,Drama",4,2001-11-09,Heist,35000000,23483357,28906817,5423460,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,
3632,heist,tt7967156,Heist,Heist,2017,73.0,"Action,Crime,Drama",25,2015-11-13,Heist,8900000,50136,3324131,3273995,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,
3633,eye for an eye,tt7967412,Eye for an Eye,Quien a hierro mata,2019,,Drama,74,1996-01-12,Eye for an Eye,20000000,26792700,26792700,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3634,the game,tt7981006,The Game,The Game,2018,128.0,Thriller,38,1997-09-12,The Game,50000000,48265581,80369970,32104389,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,
3635,sabrina,tt7981492,Sabrina,Sabrina,2018,113.0,"Horror,Thriller",60,1995-12-15,Sabrina,58000000,53458319,87100000,33641681,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4.3,971.0,,,,,,,
3636,remember me,tt7990108,Remember Me,Remember Me,2019,,Thriller,51,2010-03-12,Remember Me,16000000,19068240,56506120,37437880,Remember Me,Sum.,19100000.0,37000000.0,2010.0,56100000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,"Mar 12, 2010",Remember Me,16.0,19.0,56.0,37.0,"[drama, romance]"
3637,circle,tt7993876,Circle,Circle,2016,,Drama,69,2010-08-27,Circle,2000000,10024,10024,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3638,love happens,tt8008626,Love Happens,Love Happens,2018,,"Comedy,Horror,Romance",2,2009-09-18,Love Happens,18000000,22965110,36133014,13167904,,,,,,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,
3639,boomerang,tt8023700,Boomerang,Boomerang,2019,120.0,"Action,Thriller",48,1992-07-01,Boomerang,42000000,70052444,131052444,61000000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5.8,218.0,,,,,,,
3640,boomerang,tt8027144,Boomerang,Boomerang,2018,90.0,Comedy,48,1992-07-01,Boomerang,42000000,70052444,131052444,61000000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.3,6.0,,,,,,,
3641,red dog,tt8035272,Red Dog,Red Dog,2018,,"Action,Drama,History",67,2011-12-31,Red Dog,9100000,0,20927794,20927794,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,
3642,teefa in trouble,tt8043306,Teefa in Trouble,Teefa in Trouble,2018,155.0,"Action,Comedy,Crime",8,2018-07-20,Teefa in Trouble,1500000,0,98806,98806,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,7.4,2724.0,,,,,,,
3643,paranoia,tt8045822,Paranoia,Paranoia,2015,84.0,Horror,19,2013-08-16,Paranoia,40000000,7388654,16340767,8952113,Paranoia,Rela.,7400000.0,6400000.0,2013.0,13800000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3644,the watcher,tt8063826,The Watcher,The Watcher,2018,97.0,"Horror,Mystery,Thriller",77,2000-09-08,The Watcher,33000000,28946615,47267829,18321214,,,,,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4.4,554.0,"Sep 8, 2000",The Watcher,33.0,28.0,47.0,19.0,"[horror, thriller]"
3645,monster,tt8071360,Monster,Monster,2019,,Drama,69,2003-12-24,Monster,5000000,34469210,64240813,29771603,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3646,chloe,tt8083476,Chloe,Chloe,2017,6.0,"Documentary,Family",97,2010-03-26,Chloe,13000000,3075255,11831131,8755876,Chloe,SPC,3100000.0,8600000.0,2010.0,11700000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,,"Mar 26, 2010",Chloe,13.0,3.0,11.0,8.0,"[drama, thriller, mystery]"
3647,crossroads,tt8106586,Crossroads,Crossroads,2018,,Documentary,67,2002-02-15,Crossroads,12000000,37188667,57000000,19811333,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.3,22.0,"Feb 15, 2002",Crossroads,12.0,37.0,57.0,20.0,[thriller]
3648,crossroads,tt8106586,Crossroads,Crossroads,2018,,Documentary,86,2015-06-23,Crossroads,500000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.3,22.0,"Feb 15, 2002",Crossroads,12.0,37.0,57.0,20.0,[thriller]
3649,the proposal,tt8106592,The Proposal,The Proposal,2018,86.0,Documentary,79,2009-06-19,The Proposal,40000000,163958031,314709717,150751686,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.6,41.0,,,,,,,
3650,earth,tt8107598,Earth,Earth,2018,86.0,Drama,36,2009-04-22,Earth,47000000,32011576,116773317,84761741,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3651,lost and found,tt8110206,Lost and Found,Lost and Found,2017,22.0,Documentary,11,1999-04-23,Lost and Found,14000000,6552255,6552255,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3652,emma,tt8110474,Emma,Emma,2018,77.0,Drama,97,1996-08-02,Emma,5900000,22231658,37831658,15600000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,10.0,,,,,,,
3653,in the shadow of the moon,tt8110640,In the Shadow of the Moon,In the Shadow of the Moon,2019,,Thriller,39,2007-09-07,In the Shadow of the Moon,2000000,1134358,2175587,1041229,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,
3654,twilight,tt8125482,Twilight,Twilight,2018,7.0,Documentary,89,2008-11-21,Twilight,37000000,192769854,402280159,209510305,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3655,twilight,tt8125482,Twilight,Twilight,2018,7.0,Documentary,20,1998-03-06,Twilight,20000000,15055091,15055091,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3656,restless,tt8136112,Restless,Restless,2018,53.0,Drama,25,2011-09-16,Restless,8000000,163753,2772511,2608758,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.4,5.0,,,,,,,
3657,wolf,tt8152324,Wolf,Wolf,2019,,Horror,18,1994-06-17,Wolf,70000000,65011757,131011757,66000000,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3658,happy death day 2u,tt8155288,Happy Death Day 2U,Happy Death Day 2U,2019,100.0,"Drama,Horror,Mystery",78,2019-02-13,Happy Death Day 2U,9000000,28051045,64179495,36128450,,,,,,,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.3,27462.0,,,,,,,
3659,all you need is love,tt8161226,All You Need Is Love,All You Need Is Love,2018,113.0,"Comedy,Romance",59,2014-10-31,All You Need Is Love,300000,0,3565259,3565259,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.8,244.0,,,,,,,
3660,adam,tt8180058,Adam,Adam,2017,,Action,59,2009-07-29,Adam,3200000,2283291,2834485,551194,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,
3661,the journey,tt8189070,The Journey,The Journey,2018,46.0,,59,2003-07-11,The Journey,500000,19800,19800,0,The Journey,IFC,155000.0,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,wolf,tt8197998,Wolf,BÃ¶rÃ¼,2018,80.0,"Action,Thriller,War",18,1994-06-17,Wolf,70000000,65011757,131011757,66000000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7.3,1555.0,,,,,,,
3663,flood,tt8237644,Flood,Flood,2018,60.0,Documentary,66,2007-12-31,Flood,24000000,0,4084232,4084232,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3664,trance,tt8239184,Trance,Trance,2018,,Documentary,71,2013-04-05,Trance,16000000,2322593,22594052,20271459,Trance,FoxS,2300000.0,21900000.0,2013.0,24200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,"Apr 5, 2013",Trance,16.0,2.0,22.0,20.0,"[thriller, crime, drama, mystery]"
3665,trance,tt8239184,Trance,Trance,2018,,Documentary,31,2012-12-31,Trance,950000,0,0,0,Trance,FoxS,2300000.0,21900000.0,2013.0,24200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,"Apr 5, 2013",Trance,16.0,2.0,22.0,20.0,"[thriller, crime, drama, mystery]"
3666,monsters,tt8254042,Monsters,Monsters,2018,97.0,"Drama,Thriller",50,2010-10-29,Monsters,500000,237301,5639730,5402429,Monsters,Magn.,237000.0,4000000.0,2010.0,4237000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,
3667,iris,tt8256978,Iris,Iris,2018,94.0,Thriller,23,2001-12-14,Iris,5500000,5580479,5580479,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,
3668,serendipity,tt8259618,Serendipity,Serendipity,2018,107.0,Drama,53,2001-10-05,Serendipity,28000000,50255310,77477297,27221987,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.8,53.0,,,,,,,
3669,blinded by the light,tt8266310,Blinded by the Light,Blinded by the Light,2019,117.0,"Biography,Comedy,Drama",64,2019-08-14,Blinded by the Light,15000000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.2,173.0,,,,,,,
3670,trust,tt8267382,Trust,Trust,2018,,Drama,43,2011-04-01,Trust,4000000,120016,120016,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3671,inside out,tt8269544,Inside Out,Inside Out,2018,,,98,2015-06-19,Inside Out,175000000,356461711,854235992,497774281,Inside Out,BV,356500000.0,501100000.0,2015.0,857600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,one day,tt8274146,One Day,Egy nap,2018,99.0,Drama,84,2011-08-19,One Day,15000000,13843771,59168692,45324921,One Day,Focus,13800000.0,45500000.0,2011.0,59300000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2,501.0,"Aug 19, 2011",One Day,15.0,13.0,59.0,46.0,"[drama, romance]"
3673,silence,tt8282116,Silence,Silence,2018,90.0,Drama,42,2016-12-23,Silence,46500000,7100177,23726626,16626449,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3674,gladiator,tt8297174,Gladiator,Gladiator,2016,52.0,Documentary,56,2000-05-05,Gladiator,103000000,187683805,457683805,270000000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3675,treachery,tt8323550,Treachery,Treachery,2017,,"Drama,Romance",5,2013-12-31,Treachery,625000,0,0,0,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
