,clean_title,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,title,studio,domestic_grossbom,foreign_grossbom,year,worldwide_grossbom,Sport,Crime,News,Romance,Sci-Fi,Western,Horror,Drama,Family,nan,Mystery,Musical,Fantasy,Adventure,Documentary,Thriller,Comedy,Reality-TV,Music,History,Action,Animation,averagerating,numvotes,release_date_CH,movie_CH,production_budget_CH,domestic_gross_CH,worldwide_gross_CH,international_gross,genre_ids
1378,flatliners,tt2039338,Flatliners,Flatliners,2017,109.0,"Drama,Horror,Mystery",11,2017-09-29,Flatliners,20000000,16883115,45173738,28290623,,,,,,,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.2,33752.0,"Sep 29, 2017",Flatliners,20.0,16.0,45.0,29.0,"[drama, sci-fi]"
1379,the gambler,tt2039393,The Gambler,The Gambler,2014,111.0,"Crime,Drama,Thriller",25,2014-12-10,The Gambler,25000000,33680992,38718031,5037039,The Gambler,Par.,33700000.0,5600000.0,2014.0,39300000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.0,59995.0,"Dec 10, 2014",The Gambler,25.0,33.0,38.0,5.0,"[thriller, crime, drama]"
1380,the gambler,tt2039393,The Gambler,The Gambler,2014,111.0,"Crime,Drama,Thriller",50,1999-08-04,The Gambler,3000000,51773,101773,50000,The Gambler,Par.,33700000.0,5600000.0,2014.0,39300000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.0,59995.0,"Dec 10, 2014",The Gambler,25.0,33.0,38.0,5.0,"[thriller, crime, drama]"
1381,alien uprising,tt2040578,Alien Uprising,U.F.O.,2012,101.0,"Comedy,Horror,Sci-Fi",44,2013-06-21,Alien Uprising,2500000,0,0,0,,,,,,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3.2,3166.0,,,,,,,
1382,steel,tt2042443,Steel,Acciaio,2012,95.0,Drama,73,1997-08-15,Steel,16000000,1686429,1686429,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.7,264.0,,,,,,,
1383,inside llewyn davis,tt2042568,Inside Llewyn Davis,Inside Llewyn Davis,2013,104.0,"Drama,Music",94,2013-12-06,Inside Llewyn Davis,11000000,13248209,32943247,19695038,Inside Llewyn Davis,CBS,13200000.0,19700000.0,2013.0,32900000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.5,123759.0,"Dec 6, 2013",Inside Llewyn Davis,11.0,13.0,32.0,19.0,[drama]
1384,the muse,tt2042684,The Muse,The Muse,2011,58.0,"Horror,Mystery,Thriller",94,1999-08-27,The Muse,15000000,11614954,11614954,0,,,,,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,6.1,16.0,,,,,,,
1385,kingdom come,tt2043893,Kingdom Come,Kingdom Come,2011,87.0,"Documentary,Drama",6,2001-04-11,Kingdom Come,7000000,23247539,23393939,146400,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.6,123.0,,,,,,,
1386,possession,tt2044843,Possession,Possession,2012,90.0,"Drama,Mystery",90,2002-08-16,Possession,25000000,10103647,14805812,4702165,,,,,,,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.2,12.0,,,,,,,
1387,awol-72,tt2048865,AWOL-72,AWOL-72,2015,82.0,"Action,Thriller",65,2015-12-31,AWOL-72,3000000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3.8,785.0,,,,,,,
1388,alice in wonderland,tt2049386,Alice in Wonderland,Alice in Wonderland,2010,99.0,"Fantasy,Musical",51,2010-03-05,Alice in Wonderland,200000000,334191110,1025491110,691300000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,6.5,6.0,,,,,,,
1389,alice in wonderland,tt2049386,Alice in Wonderland,Alice in Wonderland,2010,99.0,"Fantasy,Musical",60,2051-07-28,Alice in Wonderland,3000000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,6.5,6.0,,,,,,,
1390,sanctuary; quite a conundrum,tt2049518,Sanctuary; Quite a Conundrum,Sanctuary; Quite a Conundrum,2012,82.0,"Comedy,Horror,Thriller",39,2014-08-26,Sanctuary; Quite a Conundrum,200000,0,0,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,5.4,150.0,,,,,,,
1391,home run,tt2051894,Home Run,Home Run,2013,113.0,"Drama,Sport",66,2013-04-19,Home Run,1200000,2859955,2859955,0,,,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,2745.0,,,,,,,
1392,water & power,tt2052015,Water & Power,Water & Power,2013,88.0,"Crime,Drama",12,2014-05-02,Water & Power,600000,42557,42557,0,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.2,99.0,,,,,,,
1393,side effects,tt2053463,Side Effects,Side Effects,2013,106.0,"Crime,Drama,Mystery",32,2013-02-08,Side Effects,30000000,32172757,66742138,34569381,,,,,,,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.1,168466.0,,,,,,,
1394,side effects,tt2053463,Side Effects,Side Effects,2013,106.0,"Crime,Drama,Mystery",29,2005-09-09,Side Effects,200000,44701,44701,0,,,,,,,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.1,168466.0,,,,,,,
1395,eye in the sky,tt2057392,Eye in the Sky,Eye in the Sky,2015,102.0,"Drama,Thriller,War",75,2016-03-11,Eye in the Sky,13000000,18704596,35402802,16698206,Eye in the Sky,BST,18700000.0,,2016.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.3,72301.0,"Mar 11, 2016",Eye in the Sky,13.0,18.0,35.0,17.0,"[drama, thriller, war]"
1396,the railway man,tt2058107,The Railway Man,The Railway Man,2013,116.0,"Biography,Drama,Romance",33,2014-04-11,The Railway Man,18000000,4438438,23910210,19471772,The Railway Man,Wein.,4400000.0,17900000.0,2014.0,22300000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.1,34586.0,"Apr 11, 2014",The Railway Man,18.0,4.0,23.0,19.0,"[drama, history]"
1397,point break,tt2058673,Point Break,Point Break,2015,114.0,"Action,Crime,Sport",100,2015-12-25,Point Break,100000000,28782481,126704591,97922110,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.3,53802.0,,,,,,,
1398,point break,tt2058673,Point Break,Point Break,2015,114.0,"Action,Crime,Sport",41,1991-07-12,Point Break,24000000,43218387,83531958,40313571,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.3,53802.0,,,,,,,
1399,13 sins,tt2059171,13 Sins,13 Sins,2014,93.0,"Horror,Thriller",51,2014-04-18,13 Sins,4000000,9134,47552,38418,13 Sins,RTWC,13800.0,,2014.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.3,29550.0,,,,,,,
1400,moulin rouge,tt2061758,Moulin Rouge,MÃ»ran rÃ»ju no seishun,2011,110.0,Documentary,61,2001-05-18,Moulin Rouge,53000000,57386369,179200588,121814219,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1401,the road,tt2063008,The Road,The Road,2011,110.0,"Crime,Drama,Horror",94,2009-11-25,The Road,25000000,8114270,29206732,21092462,,,,,,,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.6,1617.0,"Nov 25, 2009",The Road,25.0,8.0,29.0,21.0,"[crime, horror, thriller]"
1402,eden,tt2063641,Eden,Eden,2012,101.0,"Comedy,Drama",66,2016-01-19,Eden,2300000,0,0,0,Eden,BG,65500.0,,2015.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.9,18.0,,,,,,,
1403,inside out,tt2064820,Inside Out,Inside Out,2011,,Drama,98,2015-06-19,Inside Out,175000000,356461711,854235992,497774281,Inside Out,BV,356500000.0,501100000.0,2015.0,857600000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
1404,miracle,tt2064862,Miracle,Miracle,2011,74.0,"Drama,Family,Romance",45,2004-02-06,Miracle,28000000,64378093,64474705,96612,,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
1405,rocketman,tt2066051,Rocketman,Rocketman,2019,121.0,"Biography,Drama,Music",71,2019-05-31,Rocketman,41000000,57342725,108642725,51300000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.7,24266.0,,,,,,,
1406,home movies,tt2066891,Home Movies,Home Movies,2011,77.0,"Documentary,Family",16,1980-05-16,Home Movies,400000,89134,89134,0,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1407,maniac,tt2069843,Maniac,Maniac,2011,160.0,"Action,Horror,Thriller",28,1980-01-01,Maniac,350000,10000000,10000000,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4.8,5.0,,,,,,,
1408,head over heels,tt2070681,Head Over Heels,Head Over Heels,2011,56.0,Documentary,9,2001-02-02,Head Over Heels,14000000,10397365,10397365,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1409,dangerous liaisons,tt2071441,Dangerous Liaisons,Wi-heom-han gyan-gye,2012,110.0,"Drama,Mystery,Romance",31,2012-11-09,Dangerous Liaisons,24200000,17000,10447579,10430579,,,,,,,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.9,1694.0,,,,,,,
1410,dangerous liaisons,tt2071441,Dangerous Liaisons,Wi-heom-han gyan-gye,2012,110.0,"Drama,Mystery,Romance",88,1988-12-21,Dangerous Liaisons,14000000,34700000,34700000,0,,,,,,,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.9,1694.0,,,,,,,
1411,inside out,tt2071483,Inside Out,Inside Out,2011,59.0,Family,98,2015-06-19,Inside Out,175000000,356461711,854235992,497774281,Inside Out,BV,356500000.0,501100000.0,2015.0,857600000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,15.0,,,,,,,
1412,shanghai,tt2072227,Shanghai,Shanghai,2012,120.0,"Crime,Mystery,Thriller",5,2015-10-02,Shanghai,50000000,46425,15505922,15459497,Shanghai,Wein.,46400.0,9200000.0,2015.0,9246400.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,7.2,9047.0,,,,,,,
1413,the client,tt2072962,The Client,Eui-roi-in,2011,123.0,"Drama,Thriller",63,1994-07-20,The Client,45000000,92115211,117615211,25500000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.9,1186.0,,,,,,,
1414,dawn patrol,tt2073661,Dawn Patrol,Stranded,2014,88.0,"Drama,Thriller",32,2015-06-05,Dawn Patrol,3500000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4.8,615.0,,,,,,,
1415,lovesick,tt2075241,Lovesick,Lian ai kong huang zheng,2011,90.0,"Comedy,Fantasy,Romance",33,1983-02-18,Lovesick,10100000,10143618,10143618,0,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,5.0,126.0,,,,,,,
1416,home,tt2075392,Home,Yurt,2011,76.0,Drama,44,2015-03-27,Home,130000000,177397510,385997896,208600386,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,96.0,,,,,,,
1417,home,tt2075392,Home,Yurt,2011,76.0,Drama,56,2009-06-05,Home,12000000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,96.0,,,,,,,
1418,home,tt2075392,Home,Yurt,2011,76.0,Drama,60,2009-04-23,Home,500000,15433,44793168,44777735,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,96.0,,,,,,,
1419,happy christmas,tt2076215,Happy Christmas,Happy Christmas,2011,109.0,,4,2014-07-25,Happy Christmas,70000,30312,30312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,holy motors,tt2076220,Holy Motors,Holy Motors,2012,115.0,"Drama,Fantasy",25,2012-10-17,Holy Motors,4000000,641054,4230426,3589372,Holy Motors,IM,641000.0,,2012.0,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.1,36874.0,,,,,,,
1421,freeway,tt2076384,Freeway,Voie rapide,2011,90.0,Drama,40,1996-08-23,Freeway,3000000,295493,295493,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.9,48.0,,,,,,,
1422,on the line,tt2076875,On the Line,La llamada,2013,76.0,"Comedy,Drama",63,2001-10-26,On the Line,10000000,4365455,4690802,325347,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.3,29.0,,,,,,,
1423,the muse,tt2076954,The Muse,The Muse,2014,90.0,"Horror,Music,Thriller",94,1999-08-27,The Muse,15000000,11614954,11614954,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,5.8,65.0,,,,,,,
1424,hush,tt2077772,Hush,Ja saapuu oikea yÃ¶,2012,103.0,"Drama,Thriller",22,2016-04-08,Hush,1000000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4.5,244.0,,,,,,,
1425,steve jobs,tt2080374,Steve Jobs,Steve Jobs,2015,122.0,"Biography,Drama",60,2015-10-09,Steve Jobs,30000000,17766658,35579007,17812349,Steve Jobs,Uni.,17800000.0,16700000.0,2015.0,34500000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2,138668.0,,,,,,,
1426,the new world,tt2080410,The New World,Uus Maailm,2011,88.0,Documentary,72,2005-12-25,The New World,30000000,12712093,26184400,13472307,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.2,74.0,,,,,,,
1427,hansel & gretel get baked,tt2081194,Hansel & Gretel Get Baked,Hansel & Gretel Get Baked,2013,86.0,"Comedy,Horror",55,2013-06-25,Hansel & Gretel Get Baked,4500000,0,0,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4.3,3225.0,,,,,,,
1428,the adventures of huck finn,tt2081266,The Adventures of Huck Finn,Die Abenteuer des Huck Finn,2012,99.0,"Adventure,Family",90,1993-04-02,The Adventures of Huck Finn,6500000,24103594,24103594,0,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,5.8,249.0,,,,,,,
1429,sunshine,tt2083347,Sunshine,Sunshine,2011,87.0,Drama,28,2007-07-20,Sunshine,40000000,3688560,32030610,28342050,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
1430,the best man holiday,tt2083355,The Best Man Holiday,The Best Man Holiday,2013,123.0,"Comedy,Drama",73,2013-11-15,The Best Man Holiday,17000000,70525195,72835710,2310515,The Best Man Holiday,Uni.,70500000.0,2300000.0,2013.0,72800000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.7,13967.0,"Nov 15, 2013",The Best Man Holiday,17.0,70.0,72.0,2.0,[comedy]
1431,trouble with the curve,tt2083383,Trouble with the Curve,Trouble with the Curve,2012,111.0,"Drama,Sport",18,2012-09-21,Trouble with the Curve,60000000,35763137,47818913,12055776,Trouble with the Curve,WB,35800000.0,13200000.0,2012.0,49000000.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.8,56129.0,"Sep 21, 2012",Trouble with the Curve,60.0,35.0,47.0,12.0,"[drama, romance]"
1432,the imitation game,tt2084970,The Imitation Game,The Imitation Game,2014,114.0,"Biography,Drama,Thriller",6,2014-11-28,The Imitation Game,15000000,91125143,227740463,136615320,The Imitation Game,Wein.,91100000.0,142400000.0,2014.0,233500000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8.0,620834.0,"Nov 28, 2014",The Imitation Game,15.0,91.0,227.0,136.0,"[history, drama, thriller, war]"
1433,amen,tt2086799,Amen,Amen,2011,72.0,Drama,25,2003-01-24,Amen,14000000,274299,274299,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.6,419.0,,,,,,,
1434,home,tt2089701,Home,Home,2011,7.0,"Documentary,Drama,Family",44,2015-03-27,Home,130000000,177397510,385997896,208600386,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1435,home,tt2089701,Home,Home,2011,7.0,"Documentary,Drama,Family",56,2009-06-05,Home,12000000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1436,home,tt2089701,Home,Home,2011,7.0,"Documentary,Drama,Family",60,2009-04-23,Home,500000,15433,44793168,44777735,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1437,down and dangerous,tt2090488,Down and Dangerous,Down and Dangerous,2013,95.0,"Crime,Thriller",22,2014-02-14,Down and Dangerous,50000,0,0,0,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.2,846.0,,,,,,,
1438,captain underpants: the first epic movie,tt2091256,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy",59,2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,52656874,Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000.0,2017.0,125500000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,6.2,21903.0,"Jun 2, 2017",Captain Underpants: The First Epic Movie,38.0,73.0,126.0,53.0,"[action, animation, comedy, family]"
1439,treading water,tt2091427,Treading Water,The Boy Who Smells Like Fish,2013,92.0,"Comedy,Drama",15,2015-03-10,Treading Water,4700000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.2,515.0,,,,,,,
1440,the gift,tt2091436,The Gift,The Gift,2011,54.0,"Drama,Romance",28,2000-12-19,The Gift,10000000,12008642,44567606,32558964,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
1441,the gift,tt2091436,The Gift,The Gift,2011,54.0,"Drama,Romance",63,2015-08-07,The Gift,5000000,43787265,58978477,15191212,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
1442,promised land,tt2091473,Promised Land,Promised Land,2012,106.0,Drama,13,2013-01-04,Promised Land,15000000,7597898,12394562,4796664,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,34659.0,"Jan 4, 2013",Promised Land,15.0,7.0,12.0,5.0,[drama]
1443,criminal,tt2093091,Criminal,Criminal,2011,,"Action,Crime,Drama",21,2016-04-15,Criminal,31500000,14708696,38771262,24062566,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,"Apr 15, 2016",Criminal,31.0,14.0,38.0,24.0,"[action, crime, sci-fi, thriller, mystery, drama]"
1444,home,tt2093100,Home,Dom,2011,127.0,Drama,44,2015-03-27,Home,130000000,177397510,385997896,208600386,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.5,1049.0,,,,,,,
1445,home,tt2093100,Home,Dom,2011,127.0,Drama,56,2009-06-05,Home,12000000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.5,1049.0,,,,,,,
1446,home,tt2093100,Home,Dom,2011,127.0,Drama,60,2009-04-23,Home,500000,15433,44793168,44777735,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.5,1049.0,,,,,,,
1447,much ado about nothing,tt2094064,Much Ado About Nothing,Much Ado About Nothing,2012,109.0,"Comedy,Drama,Romance",82,1993-05-07,Much Ado About Nothing,8000000,22549338,22549338,0,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.2,15415.0,,,,,,,
1448,grace of monaco,tt2095649,Grace of Monaco,Grace of Monaco,2014,103.0,"Biography,Drama,Romance",8,2015-12-01,Grace of Monaco,30000000,0,25199891,25199891,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.7,16685.0,,,,,,,
1449,dumb and dumber to,tt2096672,Dumb and Dumber To,Dumb and Dumber To,2014,109.0,"Adventure,Comedy",1,2014-11-14,Dumb and Dumber To,40000000,86208010,156553592,70345582,Dumb and Dumber To,Uni.,86200000.0,83600000.0,2014.0,169800000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,5.6,118646.0,"Nov 14, 2014",Dumb and Dumber To,40.0,86.0,156.0,70.0,[comedy]
1450,inside out,tt2096673,Inside Out,Inside Out,2015,95.0,"Adventure,Animation,Comedy",98,2015-06-19,Inside Out,175000000,356461711,854235992,497774281,Inside Out,BV,356500000.0,501100000.0,2015.0,857600000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,8.2,536181.0,,,,,,,
1451,"mcfarland, usa",tt2097298,"McFarland, USA","McFarland, USA",2015,129.0,"Biography,Drama,Sport",80,2015-02-20,"McFarland, USA",17000000,44480275,45707924,1227649,"McFarland, USA",BV,44500000.0,1200000.0,2015.0,45700000.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,31735.0,"Feb 20, 2015","McFarland, USA",17.0,44.0,45.0,1.0,[drama]
1452,showtime,tt2097320,Showtime,Showtime,2011,60.0,"Documentary,Sport",19,2002-03-15,Showtime,85000000,37948765,78948765,41000000,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1453,a.c.o.r.n.s.: operation crackdown,tt2097333,A.C.O.R.N.S.: Operation Crackdown,Get Squirrely,2015,83.0,"Animation,Comedy,Family",51,2016-11-01,A.C.O.R.N.S.: Operation Crackdown,8500000,0,1353287,1353287,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,3.9,312.0,,,,,,,
1454,bathory,tt2097826,Bathory,Bathory,2011,88.0,Drama,58,2008-12-31,Bathory,15000000,0,3436763,3436763,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8,9.0,,,,,,,
1455,checkmate,tt2098650,Checkmate,Checkmate,2011,,Thriller,17,2015-09-08,Checkmate,1500000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,
1456,antiviral,tt2099556,Antiviral,Antiviral,2012,108.0,"Horror,Sci-Fi,Thriller",63,2013-04-12,Antiviral,3100000,0,123407,123407,,,,,,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.7,11025.0,,,,,,,
1457,the journey,tt2099755,The Journey,The Journey,2011,13.0,Documentary,59,2003-07-11,The Journey,500000,19800,19800,0,The Journey,IFC,155000.0,,2017.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
1458,living dark: the story of ted the caver,tt2100573,Living Dark: The Story of Ted the Caver,Living Dark: The Story of Ted the Caver,2013,112.0,Horror,38,2019-04-23,Living Dark: The Story of Ted the Caver,1750000,0,0,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.3,349.0,,,,,,,
1459,turbulence,tt2100675,Turbulence,Turbulence,2011,90.0,Comedy,41,1997-01-10,Turbulence,55000000,11532774,11532774,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.2,34.0,,,,,,,
1460,dead man down,tt2101341,Dead Man Down,Dead Man Down,2013,118.0,"Action,Crime,Drama",78,2013-03-08,Dead Man Down,30000000,10895295,19599974,8704679,Dead Man Down,FD,10900000.0,7200000.0,2013.0,18100000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.5,61238.0,"Mar 8, 2013",Dead Man Down,30.0,10.0,19.0,9.0,"[thriller, action, crime, drama]"
1461,spring breakers,tt2101441,Spring Breakers,Spring Breakers,2012,94.0,"Comedy,Crime,Drama",3,2013-03-15,Spring Breakers,5000000,14124286,31149251,17024965,Spring Breakers,A24,14100000.0,17600000.0,2013.0,31700000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.3,126504.0,"Mar 15, 2013",Spring Breakers,5.0,14.0,31.0,17.0,"[drama, crime]"
1462,wolf,tt2102475,Wolf,Wolf,2012,87.0,"Drama,Family",18,1994-06-17,Wolf,70000000,65011757,131011757,66000000,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.9,142.0,,,,,,,
1463,maniac,tt2103217,Maniac,Maniac,2012,89.0,"Horror,Thriller",28,1980-01-01,Maniac,350000,10000000,10000000,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.1,32534.0,,,,,,,
1464,tammy,tt2103254,Tammy,Tammy,2014,97.0,"Comedy,Romance",3,2014-07-02,Tammy,20000000,84525432,96407655,11882223,Tammy,WB (NL),84500000.0,16000000.0,2014.0,100500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4.9,44345.0,"Jul 2, 2014",Tammy,20.0,84.0,96.0,12.0,[comedy]
1465,dawn of the planet of the apes,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama",17,2014-07-11,Dawn of the Planet of the Apes,170000000,208545589,710644566,502098977,Dawn of the Planet of the Apes,Fox,208500000.0,502100000.0,2014.0,710600000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,7.6,390199.0,"Jul 11, 2014",Dawn of the Planet of the Apes,170.0,208.0,710.0,502.0,"[sci-fi, action, drama, thriller]"
