,movie_CH,production_budget_CH,domestic_gross_CH,worldwide_gross_CH,international_gross,release_date,runtime_minutes,studio,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western
353,Hereafter,50.0,32.0,108.0,76.0,10/15/2010,129.0,WB,"Drama,Fantasy,Romance",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
359,Cars 2,200.0,191.0,560.0,369.0,6/24/2011,106.0,BV,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
360,Kill the Messenger,5.0,2.0,6.0,4.0,10/10/2014,112.0,Focus,"Biography,Crime,Drama",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
367,Resident Evil: Afterlife,57.0,60.0,295.0,235.0,9/10/2010,96.0,SGem,"Action,Adventure,Horror",True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
368,Zookeeper,80.0,80.0,170.0,90.0,7/8/2011,102.0,Sony,"Comedy,Family,Romance",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
370,Get Him to the Greek,40.0,61.0,91.0,30.0,6/4/2010,109.0,Uni.,"Adventure,Comedy,Music",False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
375,Iron Man 2,170.0,312.0,621.0,309.0,5/7/2010,124.0,Par.,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
377,Anchorman 2: The Legend Continues,50.0,127.0,172.0,45.0,12/18/2013,119.0,Par.,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
380,Due Date,65.0,100.0,211.0,111.0,11/5/2010,95.0,WB,"Adventure,Comedy",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
381,Hot Tub Time Machine,36.0,50.0,65.0,15.0,3/26/2010,101.0,MGM,"Comedy,Sci-Fi",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
384,21 Jump Street,42.0,138.0,202.0,64.0,3/16/2012,109.0,Sony,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
392,Broken City,35.0,19.0,34.0,15.0,1/18/2013,109.0,Fox,"Crime,Drama,Thriller",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
398,The Tourist,100.0,67.0,278.0,211.0,12/10/2010,103.0,Sony,"Action,Adventure,Thriller",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
399,Aloha,37.0,21.0,25.0,4.0,5/29/2015,105.0,Sony,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
400,Extraordinary Measures,31.0,12.0,15.0,3.0,1/22/2010,106.0,CBS,Drama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408,Kick-Ass,28.0,48.0,97.0,49.0,4/16/2010,117.0,LGF,"Action,Comedy",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
410,300: Rise of an Empire,110.0,106.0,330.0,224.0,3/7/2014,102.0,WB,"Action,Fantasy,War",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
411,Immortals,75.0,83.0,211.0,128.0,11/11/2011,110.0,Rela.,"Action,Drama,Fantasy",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
415,The Man with the Iron Fists,15.0,15.0,22.0,7.0,11/2/2012,95.0,Uni.,Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
417,Den of Thieves,30.0,44.0,80.0,36.0,1/19/2018,140.0,STX,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
418,Sex and the City 2,95.0,95.0,294.0,199.0,5/27/2010,146.0,WB (NL),"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
419,Scream 4,40.0,38.0,95.0,57.0,4/15/2011,111.0,W/Dim.,"Horror,Mystery",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
420,The Roommate,16.0,37.0,52.0,15.0,2/4/2011,91.0,SGem,"Drama,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
428,X-Men: First Class,160.0,146.0,355.0,209.0,6/3/2011,131.0,Fox,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
429,2 Guns,61.0,75.0,132.0,57.0,8/2/2013,109.0,Uni.,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
432,The Spy Next Door,28.0,24.0,46.0,22.0,1/15/2010,94.0,LGF,"Action,Comedy,Family",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
435,Looper,30.0,66.0,170.0,104.0,9/28/2012,113.0,TriS,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
437,Date Night,55.0,98.0,152.0,54.0,4/9/2010,88.0,Fox,"Comedy,Crime,Romance",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
439,Easy A,8.0,58.0,76.0,18.0,9/17/2010,92.0,SGem,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
440,Bad Teacher,19.0,100.0,215.0,115.0,6/24/2011,92.0,Sony,"Comedy,Romance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
442,The Social Network,40.0,96.0,224.0,128.0,10/1/2010,120.0,Sony,"Biography,Drama",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
443,Cats & Dogs: The Revenge of Kitty Galore,85.0,43.0,113.0,70.0,7/30/2010,82.0,WB,"Action,Comedy,Family",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
450,Warrior,25.0,13.0,24.0,11.0,9/9/2011,140.0,LGF,"Drama,Sport",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
453,The Last Song,20.0,62.0,92.0,30.0,3/31/2010,107.0,BV,"Drama,Music,Romance",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
456,The Watch,55.0,34.0,67.0,33.0,7/27/2012,102.0,Fox,"Action,Comedy,Horror",True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
457,Pirates of the Caribbean: On Stranger Tides,410.0,241.0,1045.0,804.0,5/20/2011,136.0,BV,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
458,Iron Man 3,200.0,408.0,1215.0,807.0,5/3/2013,130.0,BV,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
459,Kung Fu Panda 2,150.0,165.0,664.0,499.0,5/26/2011,90.0,P/DW,"Action,Adventure,Animation",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
460,Yogi Bear,80.0,100.0,204.0,104.0,12/17/2010,80.0,WB,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
462,Our Family Wedding,14.0,20.0,21.0,1.0,3/12/2010,103.0,FoxS,"Comedy,Romance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
463,Mars Needs Moms,150.0,21.0,39.0,18.0,3/11/2011,88.0,BV,"Adventure,Animation,Family",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
465,Seeking a Friend for the End of the World,10.0,7.0,11.0,4.0,6/22/2012,101.0,Focus,"Adventure,Comedy,Drama",False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
467,Bullet to the Head,55.0,9.0,22.0,13.0,2/1/2013,92.0,WB,"Action,Crime,Thriller",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
471,There Be Dragons,36.0,1.0,4.0,3.0,5/6/2011,122.0,Gold.,"Biography,Drama,War",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
472,Rise of the Planet of the Apes,93.0,176.0,470.0,294.0,8/5/2011,105.0,Fox,"Action,Drama,Sci-Fi",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
474,The Last Exorcism,1.0,41.0,70.0,29.0,8/27/2010,87.0,LGF,"Drama,Horror,Thriller",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
475,The Expendables,82.0,103.0,268.0,165.0,8/13/2010,103.0,LGF,"Action,Adventure,Thriller",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
483,Gangster Squad,60.0,46.0,104.0,58.0,1/11/2013,113.0,WB,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
487,Despicable Me,69.0,251.0,543.0,292.0,7/9/2010,95.0,Uni.,"Animation,Comedy,Family",False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
488,The Twilight Saga: Eclipse,68.0,300.0,706.0,406.0,6/30/2010,124.0,Sum.,"Adventure,Drama,Fantasy",False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
489,The Lucky One,25.0,60.0,96.0,36.0,4/20/2012,101.0,WB,"Drama,Romance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
495,Movie 43,10.0,8.0,31.0,23.0,1/25/2013,94.0,Rela.,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
496,Never Let Me Go,15.0,2.0,11.0,9.0,9/15/2010,103.0,FoxS,"Drama,Romance,Sci-Fi",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
500,47 Ronin,175.0,38.0,151.0,113.0,12/25/2013,128.0,Uni.,"Action,Adventure,Drama",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501,Rock of Ages,70.0,38.0,61.0,23.0,6/15/2012,123.0,WB (NL),"Comedy,Drama,Musical",False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
508,Dredd,45.0,13.0,41.0,28.0,9/21/2012,95.0,LGF,"Action,Crime,Sci-Fi",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
509,The Dark Knight Rises,275.0,448.0,1084.0,636.0,7/20/2012,164.0,WB,"Action,Thriller",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
511,Jack the Giant Slayer,195.0,65.0,197.0,132.0,3/1/2013,114.0,WB (NL),"Adventure,Fantasy",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
512,If I Stay,11.0,50.0,78.0,28.0,8/22/2014,107.0,WB (NL),"Drama,Fantasy,Music",False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
513,The Infiltrator,47.0,15.0,20.0,5.0,7/13/2016,127.0,BG,"Biography,Crime,Drama",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518,Tomb Raider,90.0,58.0,273.0,215.0,3/16/2018,119.0,WB,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
521,The Cold Light of Day,20.0,3.0,25.0,22.0,9/7/2012,93.0,LG/S,"Action,Thriller",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
522,Cloud Atlas,102.0,27.0,130.0,103.0,10/26/2012,172.0,WB,"Action,Drama,Mystery",True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
524,Made in Dagenham,8.0,1.0,15.0,14.0,11/19/2010,113.0,SPC,"Biography,Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
529,Pride and Prejudice and Zombies,28.0,10.0,16.0,6.0,2/5/2016,108.0,SGem,"Action,Comedy,Horror",True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
531,Inception,160.0,292.0,835.0,543.0,7/16/2010,148.0,WB,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
532,Grown Ups,75.0,162.0,272.0,110.0,6/25/2010,102.0,Sony,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
535,The Adjustment Bureau,50.0,62.0,126.0,64.0,3/4/2011,106.0,Uni.,"Romance,Sci-Fi,Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
536,Cop Out,37.0,44.0,55.0,11.0,2/26/2010,107.0,WB,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
537,The Other Guys,100.0,119.0,170.0,51.0,8/6/2010,107.0,Sony,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
538,Suicide Squad,175.0,325.0,746.0,421.0,8/5/2016,123.0,WB,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
542,We Bought a Zoo,50.0,75.0,118.0,43.0,12/23/2011,124.0,Fox,"Comedy,Drama,Family",False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
543,When the Bough Breaks,10.0,29.0,30.0,1.0,9/9/2016,107.0,SGem,"Crime,Drama,Horror",False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
547,The Hunger Games,80.0,408.0,677.0,269.0,3/23/2012,142.0,LGF,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
548,Mad Max: Fury Road,150.0,153.0,370.0,217.0,5/15/2015,120.0,WB,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
549,Marmaduke,50.0,33.0,89.0,56.0,6/4/2010,87.0,Fox,"Comedy,Family",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
550,Prisoners,46.0,61.0,113.0,52.0,9/20/2013,153.0,WB,"Crime,Drama,Mystery",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
552,Taken 2,45.0,139.0,377.0,238.0,10/5/2012,92.0,Fox,"Action,Thriller",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
553,Journey 2: The Mysterious Island,79.0,103.0,318.0,215.0,2/10/2012,94.0,WB (NL),"Action,Adventure,Comedy",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
555,Transformers: Dark of the Moon,195.0,352.0,1123.0,771.0,6/29/2011,154.0,P/DW,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
559,Happy Feet Two,135.0,64.0,157.0,93.0,11/18/2011,100.0,WB,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
562,True Grit,35.0,171.0,252.0,81.0,12/22/2010,110.0,Par.,"Adventure,Drama,Western",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
564,For Colored Girls,21.0,37.0,38.0,1.0,11/5/2010,133.0,LGF,Drama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
566,Star Trek Into Darkness,190.0,228.0,467.0,239.0,5/16/2013,132.0,Par.,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
571,Riddick,38.0,42.0,94.0,52.0,9/6/2013,119.0,Uni.,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
573,The Hangover Part II,80.0,254.0,586.0,332.0,5/26/2011,102.0,WB,"Comedy,Mystery",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
574,Hop,63.0,108.0,188.0,80.0,4/1/2011,95.0,Uni.,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
575,The Best Exotic Marigold Hotel,10.0,46.0,134.0,88.0,5/4/2012,124.0,FoxS,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
576,Table 19,5.0,3.0,4.0,1.0,3/3/2017,87.0,FoxS,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
577,12 Strong,35.0,45.0,71.0,26.0,1/19/2018,130.0,WB,"Action,Drama,History",True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
580,You Again,20.0,25.0,32.0,7.0,9/24/2010,105.0,BV,"Comedy,Family,Romance",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
582,"I, Frankenstein",65.0,19.0,74.0,55.0,1/24/2014,92.0,LGF,"Action,Fantasy,Horror",True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
584,Somewhere,7.0,1.0,17.0,16.0,12/22/2010,97.0,Focus,"Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
588,Predators,40.0,52.0,127.0,75.0,7/9/2010,107.0,Fox,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
591,The Wolverine,115.0,132.0,416.0,284.0,7/26/2013,126.0,Fox,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
592,Arthur Christmas,85.0,46.0,149.0,103.0,11/23/2011,97.0,Sony,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
593,Brick Mansions,28.0,20.0,73.0,53.0,4/25/2014,90.0,Rela.,"Action,Crime",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
594,Big Miracle,40.0,20.0,25.0,5.0,2/3/2012,107.0,Uni.,"Biography,Drama,Family",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
598,Deadpool,58.0,363.0,801.0,438.0,2/12/2016,108.0,Fox,"Action,Adventure,Comedy",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
601,Faster,24.0,23.0,35.0,12.0,11/24/2010,98.0,CBS,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
608,Charlie St. Cloud,44.0,31.0,48.0,17.0,7/30/2010,99.0,Uni.,"Drama,Fantasy,Romance",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
609,Battleship,220.0,65.0,313.0,248.0,5/18/2012,131.0,Uni.,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
612,The American,20.0,35.0,67.0,32.0,9/1/2010,105.0,Focus,"Crime,Drama,Thriller",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
613,Martha Marcy May Marlene,1.0,2.0,5.0,3.0,10/21/2011,102.0,FoxS,"Drama,Mystery,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
615,Quartet,11.0,18.0,56.0,38.0,1/11/2013,94.0,Wein.,"Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
616,Testament of Youth,10.0,1.0,6.0,5.0,6/5/2015,129.0,SPC,"Biography,Drama,History",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
617,Rise of the Guardians,145.0,103.0,306.0,203.0,11/21/2012,97.0,P/DW,"Action,Adventure,Animation",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
618,Prometheus,125.0,126.0,402.0,276.0,6/8/2012,124.0,Fox,"Adventure,Mystery,Sci-Fi",False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
621,Killer Elite,70.0,25.0,65.0,40.0,9/23/2011,116.0,ORF,"Action,Crime,Thriller",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
622,Winnie the Pooh,30.0,26.0,50.0,24.0,7/15/2011,63.0,BV,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
624,Monsters University,200.0,268.0,743.0,475.0,6/21/2013,104.0,BV,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
625,The Help,25.0,169.0,213.0,44.0,8/10/2011,146.0,BV,Drama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
626,Gravity,110.0,274.0,693.0,419.0,10/4/2013,91.0,WB,"Drama,Sci-Fi,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
629,The Conjuring,20.0,137.0,318.0,181.0,7/19/2013,112.0,WB (NL),"Horror,Mystery,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
631,The Next Three Days,30.0,21.0,67.0,46.0,11/19/2010,133.0,LGF,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
634,Dream House,50.0,21.0,41.0,20.0,9/30/2011,84.0,Uni.,"Drama,Mystery,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
635,Letters to God,3.0,2.0,3.0,1.0,4/9/2010,110.0,Viv.,"Drama,Family",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
637,The Odd Life of Timothy Green,40.0,51.0,55.0,4.0,8/15/2012,105.0,BV,"Comedy,Drama,Family",False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
638,"Big Mommas: Like Father, Like Son",32.0,37.0,82.0,45.0,2/18/2011,107.0,Fox,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
643,Baywatch,60.0,58.0,175.0,117.0,5/25/2017,116.0,Par.,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
649,Aquaman,160.0,335.0,1146.0,811.0,12/21/2018,143.0,WB,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
650,Cedar Rapids,10.0,6.0,7.0,1.0,2/11/2011,87.0,FoxS,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
651,Bridesmaids,32.0,169.0,289.0,120.0,5/13/2011,125.0,Uni.,"Comedy,Romance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
652,Attack the Block,13.0,1.0,6.0,5.0,7/29/2011,88.0,SGem,"Action,Comedy,Sci-Fi",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
658,Red Riding Hood,42.0,37.0,91.0,54.0,3/11/2011,100.0,WB,"Fantasy,Horror,Mystery",False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
663,The Change-Up,52.0,37.0,75.0,38.0,8/5/2011,112.0,Uni.,"Comedy,Fantasy",False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
667,Central Intelligence,50.0,127.0,217.0,90.0,6/17/2016,107.0,WB (NL),"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
668,The Lego Movie,60.0,257.0,457.0,200.0,2/7/2014,100.0,WB,"Action,Adventure,Animation",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
676,Horrible Bosses,35.0,117.0,212.0,95.0,7/8/2011,98.0,WB (NL),"Comedy,Crime",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
678,Drive Angry,50.0,10.0,41.0,31.0,2/25/2011,104.0,Sum.,"Action,Fantasy,Thriller",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
684,Haywire,23.0,18.0,36.0,18.0,1/20/2012,93.0,Rela.,"Action,Drama,Thriller",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
690,Sherlock Holmes: A Game of Shadows,125.0,186.0,535.0,349.0,12/16/2011,129.0,WB,"Action,Adventure,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
700,Contraband,25.0,66.0,98.0,32.0,1/13/2012,109.0,Uni.,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
701,The Vatican Tapes,13.0,1.0,14.0,13.0,7/24/2015,91.0,LGF,"Horror,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
706,Exodus: Gods and Kings,140.0,65.0,268.0,203.0,12/12/2014,150.0,Fox,"Action,Adventure,Drama",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
707,Sea Rex 3D: Journey to a Prehistoric World,5.0,6.0,16.0,10.0,5/28/2010,41.0,3D,Documentary,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
710,Beginners,3.0,5.0,14.0,9.0,6/3/2011,105.0,Focus,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
711,Battle of the Year,20.0,8.0,16.0,8.0,9/20/2013,110.0,SGem,"Drama,Music",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
714,Elysium,120.0,93.0,286.0,193.0,8/9/2013,109.0,TriS,"Action,Drama,Sci-Fi",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
715,Captain Phillips,55.0,107.0,220.0,113.0,10/11/2013,134.0,Sony,"Biography,Drama,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
716,Hope Springs,30.0,63.0,133.0,70.0,8/8/2012,100.0,Sony,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
719,Paranormal Activity 2,3.0,84.0,177.0,93.0,10/20/2010,91.0,Par.,Horror,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
721,The Mortal Instruments: City of Bones,60.0,31.0,75.0,44.0,8/21/2013,130.0,SGem,"Action,Fantasy,Horror",True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
